/data/mvtec/wood/test/good/001.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/002.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/003.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/004.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/005.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/006.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/007.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/008.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/009.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/010.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/011.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/012.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/013.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/014.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/015.png,"No. The wood has no visible wear, notably in the form of stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/016.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/good/017.png,"No. The wood has no visible wear, notably in the form of scratch, which indicates a decline in its overall condition and quality."
/data/mvtec/wood/test/good/018.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
15/18
/data/mvtec/wood/test/color/001.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/color/002.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
/data/mvtec/wood/test/color/003.png,"Yes. After a detailed inspection, the wood has visible stain, and this cannot be overlooked. Such defects raise serious questions about the product's durability and the reliability of the manufacturer's quality assurance processes."
